Country,Year,Merchandise imports (current US$) [TM.VAL.MRCH.CD.WT],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]",Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food imports (current US$),Food imports per capita (current US$),Food imports (% GDP)
St. Kitts and Nevis,1995,133000000,299699666.666667,6987.47211924802,42891,21.0626868862175,28013373.558669273,653.1294108010835,9.347148720664546
St. Kitts and Nevis,1996,149000000,318742962.962963,7348.87978611032,43373,20.3110210857384,30263421.417750217,697.7479403718953,9.494616331738982
St. Kitts and Nevis,1997,147000000,357237682.126571,8147.55467149959,43846,19.1559915977286,28159307.648661043,642.2320770118379,7.882513255889973
St. Kitts and Nevis,1998,149000000,364975456.93842,8235.56325875894,44317,,,,
St. Kitts and Nevis,1999,153000000,389984428.873318,8700.34867199085,44824,18.517082269962,28331135.873041857,632.0528260093222,7.264683863120315
St. Kitts and Nevis,2000,196000000,420515107.700293,9267.75483096692,45374,19.0418746375934,37322074.28968306,822.5431808895636,8.875323051718519
St. Kitts and Nevis,2001,189000000,461078078.078078,10025.615961689,45990,17.3540402628959,32799136.096873254,713.1797368313385,7.113575261177157
St. Kitts and Nevis,2002,201000000,483120194.268342,10358.2726414173,46641,15.6144732663304,31385091.265324105,672.9077692443152,6.4963318937340295
St. Kitts and Nevis,2003,199000000,465850739.628517,9847.60367878319,47306,16.5814214358005,32997028.657242995,697.5231187849954,7.08317618719588
St. Kitts and Nevis,2004,182681000,502561629.62963,10476.3634201836,47971,19.4219864343816,35480279.03819265,739.6193333095548,7.059886180395497
St. Kitts and Nevis,2005,210470370.37037,543167666.666667,11173.7603971666,48611,18.4972133768849,38931153.502527274,800.8712740434731,7.167428382002473
St. Kitts and Nevis,2006,249533000,636218037.037037,12928.6331444226,49210,18.6122036002942,46443590.009922124,943.7835807746825,7.299948650657077
St. Kitts and Nevis,2007,271670000,674008481.481481,13538.9285796654,49783,18.6853413878136,50762466.94827321,1019.6747272818675,7.531428512100698
St. Kitts and Nevis,2008,325000000,738942555.555555,14681.3668353246,50332,17.7498899202276,57687142.240739696,1146.1325248497913,7.806715394455675
St. Kitts and Nevis,2009,295754000,723209111.111111,14212.3395651282,50886,20.9627578074886,61998194.72595983,1218.374301889711,8.572651225412267
St. Kitts and Nevis,2010,269822000,705015370.37037,13704.2544536956,51445,19.7109410365794,53184455.32371926,1033.8119413688262,7.543729904183444
St. Kitts and Nevis,2011,246655000,753225962.962963,14483.4435058063,52006,23.6951172828548,58445191.534025505,1123.8163199251146,7.759317178090863
St. Kitts and Nevis,2012,225613000,734462666.666667,13965.558111971,52591,25.5742160643338,57698756.08922541,1097.1222469476795,7.8559140862923895
St. Kitts and Nevis,2013,248904000,788163888.888889,14823.7485920158,53169,21.891225072237,54488134.85380078,1024.8102250145907,6.913300091763304
St. Kitts and Nevis,2014,268445000,847778185.185185,15775.8459440106,53739,20.9947499056535,56359356.38423153,1048.7607954042971,6.647889432531298
St. Kitts and Nevis,2015,296873000,878281518.518518,16178.188891072,54288,21.2090147620695,62963838.39459859,1159.8113467911617,7.1689813649734715
